ID,length,Wt,DL,Hg,SamInEve,SpC,Event,SpC_Count2,SpC_EVENT
96025,16.22047244,-1,1,0.25,26,238,13966,3254,238_13966
96030,6.614173228,-1,1,0.25,26,268,13966,715,268_13966
96032,7.559055118,-1,1,0.25,26,268,13966,715,268_13966
96031,7.519685039,-1,1,0.25,26,268,13966,715,268_13966
96038,12.83464567,-1,0,0.31,26,328,13966,10267,328_13966
96035,14.01574803,-1,1,0.25,26,328,13966,10267,328_13966
96036,15.86614173,-1,1,0.25,26,328,13966,10267,328_13966
96037,14.2519685,-1,0,0.258,26,328,13966,10267,328_13966
96034,12.95275591,-1,1,0.25,26,328,13966,10267,328_13966
96042,9.015748032,-1,0,0.26,26,473,13966,1870,473_13966
96040,11.06299213,-1,1,0.25,26,473,13966,1870,473_13966
96041,11.14173228,-1,1,0.25,26,473,13966,1870,473_13966
96039,6.850393701,-1,1,0.25,26,473,13966,1870,473_13966
96046,27.16535433,-1,0,0.55,30,47,13967,2380,47_13967
96044,24.52755906,-1,0,0.46,30,47,13967,2380,47_13967
96047,17.5984252,-1,0,0.62,30,47,13967,2380,47_13967
96045,27.4015748,-1,0,0.48,30,47,13967,2380,47_13967
96043,22.75590551,-1,0,0.41,30,47,13967,2380,47_13967
96048,15.66929134,-1,0,0.15,30,196,13967,786,196_13967
96049,12.04724409,-1,0,0.2,30,196,13967,786,196_13967
96050,16.61417323,-1,0,0.23,30,196,13967,786,196_13967
96051,23.30708661,-1,0,0.26,30,196,13967,786,196_13967
96052,13.8976378,-1,0,0.36,30,196,13967,786,196_13967
96057,16.49606299,-1,0,0.16,30,238,13967,3254,238_13967
96053,14.17322835,-1,1,0.1,30,238,13967,3254,238_13967
96055,19.37007874,-1,1,0.1,30,238,13967,3254,238_13967
96056,16.10236221,-1,0,0.16,30,238,13967,3254,238_13967
96054,17.71653543,-1,1,0.1,30,238,13967,3254,238_13967
96059,6.732283465,-1,1,0.1,30,268,13967,715,268_13967
96060,7.086614173,-1,1,0.1,30,268,13967,715,268_13967
96061,7.204724409,-1,0,0.1,30,268,13967,715,268_13967
96062,7.244094488,-1,0,0.18,30,268,13967,715,268_13967
96058,6.377952756,-1,1,0.1,30,268,13967,715,268_13967
96064,8.267716535,-1,1,0.1,30,292,13967,2089,292_13967
96066,8.543307087,-1,0,0.31,30,292,13967,2089,292_13967
96065,7.519685039,-1,0,0.16,30,292,13967,2089,292_13967
96068,13.93700787,-1,0,0.26,30,328,13967,10267,328_13967
96070,12.83464567,-1,0,0.31,30,328,13967,10267,328_13967
96071,21.45669291,-1,0,0.51,30,328,13967,10267,328_13967
96069,16.53543307,-1,0,0.3,30,328,13967,10267,328_13967
96067,14.68503937,-1,0,0.17,30,328,13967,10267,328_13967
96075,15.51181102,1,1,0.25,5,328,13968,10267,328_13968
96077,16.18110236,1,0,0.33,5,328,13968,10267,328_13968
96073,13.66141732,1,1,0.25,5,328,13968,10267,328_13968
96076,17.87401575,1,0,0.29,5,328,13968,10267,328_13968
96074,15.31496063,1,1,0.25,5,328,13968,10267,328_13968
96078,17.04724409,-1,1,0.25,5,196,13969,786,196_13969
96079,18.54330709,-1,1,0.25,5,196,13969,786,196_13969
96089,16.73228347,1,0,0.39,9,328,13970,10267,328_13970
96085,12.32283465,1,1,0.25,9,328,13970,10267,328_13970
96087,14.21259843,1,1,0.25,9,328,13970,10267,328_13970
96088,17.79527559,1,1,0.25,9,328,13970,10267,328_13970
96086,12.99212598,1,1,0.25,9,328,13970,10267,328_13970
96090,13.30708661,1,1,0.25,9,473,13970,1870,473_13970
96091,13.42519685,1,1,0.25,9,473,13970,1870,473_13970
96093,13.54330709,1,1,0.25,5,328,13971,10267,328_13971
96095,17.36220472,1,1,0.25,5,328,13971,10267,328_13971
96096,20.31496063,1,0,0.57,5,328,13971,10267,328_13971
96094,14.21259843,1,1,0.25,5,328,13971,10267,328_13971
96092,12.28346457,1,1,0.25,5,328,13971,10267,328_13971
96098,29.05511811,1,0,1.16,30,47,13972,2380,47_13972
96097,24.64566929,1,0,0.41,30,47,13972,2380,47_13972
96100,15.86614173,1,1,0.25,30,196,13972,786,196_13972
96102,18.66141732,1,1,0.25,30,196,13972,786,196_13972
96103,19.17322835,1,1,0.25,30,196,13972,786,196_13972
96101,16.22047244,1,1,0.25,30,196,13972,786,196_13972
96099,13.46456693,1,1,0.25,30,196,13972,786,196_13972
96104,6.732283465,1,1,0.25,30,268,13972,715,268_13972
96106,7.440944882,1,1,0.25,30,268,13972,715,268_13972
96105,6.771653543,1,1,0.25,30,268,13972,715,268_13972
96107,7.007874016,1,1,0.25,30,279,13972,520,279_13972
96108,7.204724409,1,1,0.25,30,279,13972,520,279_13972
96109,7.598425197,1,1,0.25,30,279,13972,520,279_13972
96112,7.952755906,1,1,0.25,30,292,13972,2089,292_13972
96114,8.031496063,1,1,0.25,30,292,13972,2089,292_13972
96115,9.881889764,1,1,0.25,30,292,13972,2089,292_13972
96113,7.992125984,1,1,0.25,30,292,13972,2089,292_13972
96111,7.716535433,1,1,0.25,30,292,13972,2089,292_13972
96118,17.24409449,1,0,0.35,30,328,13972,10267,328_13972
96120,14.05511811,1,0,0.58,30,328,13972,10267,328_13972
96116,13.1496063,1,1,0.25,30,328,13972,10267,328_13972
96119,17.5984252,1,0,0.48,30,328,13972,10267,328_13972
96117,13.18897638,1,0,0.27,30,328,13972,10267,328_13972
96122,7.755905512,1,1,0.25,30,445,13972,2205,445_13972
96125,8.385826772,1,1,0.25,30,445,13972,2205,445_13972
96123,7.913385827,1,1,0.25,30,445,13972,2205,445_13972
96124,7.992125984,1,1,0.25,30,445,13972,2205,445_13972
96121,7.637795276,1,1,0.25,30,445,13972,2205,445_13972
96129,19.88188976,1,0,0.74,24,47,13973,2380,47_13973
96131,23.66141732,1,0,1.46,24,47,13973,2380,47_13973
96127,19.13385827,1,1,0.25,24,47,13973,2380,47_13973
96130,24.4488189,1,0,0.99,24,47,13973,2380,47_13973
96128,17.75590551,1,0,0.7,24,47,13973,2380,47_13973
96135,21.2992126,1,1,0.25,24,238,13973,3254,238_13973
96137,23.34645669,1,0,0.26,24,238,13973,3254,238_13973
96133,17.16535433,1,1,0.25,24,238,13973,3254,238_13973
96136,21.92913386,1,1,0.25,24,238,13973,3254,238_13973
96134,18.58267717,1,1,0.25,24,238,13973,3254,238_13973
96139,7.992125984,1,1,0.25,24,286,13973,2861,286_13973
96140,8.464566929,1,1,0.25,24,286,13973,2861,286_13973
96141,7.086614173,1,1,0.25,24,292,13973,2089,292_13973
96143,9.606299213,1,1,0.25,24,292,13973,2089,292_13973
96142,8.385826772,1,1,0.25,24,292,13973,2089,292_13973
96146,12.99212598,1,0,0.38,24,328,13973,10267,328_13973
96144,12.4015748,1,1,0.25,24,328,13973,10267,328_13973
96148,14.05511811,1,0,0.83,24,328,13973,10267,328_13973
96145,12.12598425,1,0,0.37,24,328,13973,10267,328_13973
96147,13.07086614,1,0,0.63,24,328,13973,10267,328_13973
96150,10.59055118,1,0,0.34,24,473,13973,1870,473_13973
96149,9.645669291,1,1,0.25,24,473,13973,1870,473_13973
96154,24.52755906,1,1,0.25,17,238,13974,3254,238_13974
96152,20.07874016,1,1,0.25,17,238,13974,3254,238_13974
96151,18.7007874,1,1,0.25,17,238,13974,3254,238_13974
96153,20.78740158,1,1,0.25,17,238,13974,3254,238_13974
96156,7.165354331,1,1,0.25,17,268,13974,715,268_13974
96157,7.992125984,1,1,0.25,17,268,13974,715,268_13974
96155,6.57480315,1,1,0.25,17,268,13974,715,268_13974
96162,9.291338583,1,1,0.25,17,292,13974,2089,292_13974
96161,9.251968504,1,1,0.25,17,292,13974,2089,292_13974
96159,8.818897638,1,1,0.25,17,292,13974,2089,292_13974
96160,8.937007874,1,1,0.25,17,292,13974,2089,292_13974
96158,8.070866142,1,1,0.25,17,292,13974,2089,292_13974
96163,12.71653543,1,1,0.25,17,328,13974,10267,328_13974
96167,17.95275591,1,0,0.63,17,328,13974,10267,328_13974
96164,20.19685039,1,0,0.46,17,328,13974,10267,328_13974
96166,17.4015748,1,0,0.61,17,328,13974,10267,328_13974
96165,13.81889764,1,0,0.57,17,328,13974,10267,328_13974
96168,11.88976378,1,1,0.25,3,196,13975,786,196_13975
96169,13.81889764,1,0,0.77,3,196,13975,786,196_13975
96175,23.30708661,1,0,1.32,26,47,13976,2380,47_13976
96171,17.63779528,1,0,0.48,26,47,13976,2380,47_13976
96173,18.30708661,1,0,0.99,26,47,13976,2380,47_13976
96172,20.47244095,1,0,0.49,26,47,13976,2380,47_13976
96174,25.98425197,1,0,1.22,26,47,13976,2380,47_13976
96179,22.36220472,1,0,0.48,26,238,13976,3254,238_13976
96180,20.51181102,1,0,0.67,26,238,13976,3254,238_13976
96178,18.97637795,1,1,0.25,26,238,13976,3254,238_13976
96177,18.34645669,1,1,0.25,26,238,13976,3254,238_13976
96184,7.952755906,1,1,0.25,26,268,13976,715,268_13976
96183,7.795275591,1,1,0.25,26,268,13976,715,268_13976
96181,6.692913386,1,1,0.25,26,268,13976,715,268_13976
96182,7.480314961,1,1,0.25,26,268,13976,715,268_13976
96185,7.480314961,1,1,0.25,26,286,13976,2861,286_13976
96186,7.677165354,1,1,0.25,26,286,13976,2861,286_13976
96187,8.385826772,1,1,0.25,26,286,13976,2861,286_13976
96188,8.385826772,1,1,0.25,26,286,13976,2861,286_13976
96189,7.283464567,1,1,0.25,26,292,13976,2089,292_13976
96190,8.818897638,1,1,0.25,26,292,13976,2089,292_13976
96191,10.07874016,1,1,0.25,26,292,13976,2089,292_13976
96194,15.35433071,1,0,0.67,26,328,13976,10267,328_13976
96193,11.41732284,1,0,0.29,26,328,13976,10267,328_13976
96192,11.02362205,1,0,0.25,26,328,13976,10267,328_13976
96195,16.69291339,1,0,0.85,26,328,13976,10267,328_13976
96202,15.07874016,-1,0,0.34,6,539,13977,89,539_13977
96199,14.21259843,-1,0,0.3,6,539,13977,89,539_13977
96201,15.82677165,-1,0,0.33,6,539,13977,89,539_13977
96197,15.66929134,-1,1,0.25,6,539,13977,89,539_13977
96198,17.4015748,-1,0,0.29,6,539,13977,89,539_13977
96200,18.93700787,-1,0,0.32,6,539,13977,89,539_13977
96216,14.13385827,1,1,0.25,73,539,13978,89,539_13978
96215,14.13385827,1,1,0.25,73,539,13978,89,539_13978
96222,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96228,14.33070866,1,1,0.25,73,539,13978,89,539_13978
96219,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96218,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96223,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96212,14.01574803,1,1,0.25,73,539,13978,89,539_13978
96226,14.29133858,1,1,0.25,73,539,13978,89,539_13978
96271,15.78740158,1,0,0.33,73,539,13978,89,539_13978
96210,13.8976378,1,1,0.25,73,539,13978,89,539_13978
96220,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96224,14.2519685,1,1,0.25,73,539,13978,89,539_13978
96227,14.29133858,1,1,0.25,73,539,13978,89,539_13978
96237,14.68503937,1,1,0.25,73,539,13978,89,539_13978
96229,14.33070866,1,1,0.25,73,539,13978,89,539_13978
96230,14.37007874,1,1,0.25,73,539,13978,89,539_13978
96206,13.66141732,1,1,0.25,73,539,13978,89,539_13978
96261,17.08661417,1,1,0.25,73,539,13978,89,539_13978
96262,17.83464567,1,0,0.25,73,539,13978,89,539_13978
96256,15.66929134,1,1,0.25,73,539,13978,89,539_13978
96232,14.40944882,1,1,0.25,73,539,13978,89,539_13978
96246,15.03937008,1,1,0.25,73,539,13978,89,539_13978
96233,14.48818898,1,1,0.25,73,539,13978,89,539_13978
96238,14.68503937,1,1,0.25,73,539,13978,89,539_13978
96252,15.43307087,1,1,0.25,73,539,13978,89,539_13978
96235,14.60629921,1,1,0.25,73,539,13978,89,539_13978
96236,14.64566929,1,1,0.25,73,539,13978,89,539_13978
96240,14.76377953,1,1,0.25,73,539,13978,89,539_13978
96268,17.00787402,1,0,0.29,73,539,13978,89,539_13978
96239,14.68503937,1,1,0.25,73,539,13978,89,539_13978
96241,14.76377953,1,1,0.25,73,539,13978,89,539_13978
96245,15,1,1,0.25,73,539,13978,89,539_13978
96231,14.37007874,1,1,0.25,73,539,13978,89,539_13978
96243,14.84251969,1,1,0.25,73,539,13978,89,539_13978
96247,15.07874016,1,1,0.25,73,539,13978,89,539_13978
96250,15.39370079,1,1,0.25,73,539,13978,89,539_13978
96257,16.06299213,1,1,0.25,73,539,13978,89,539_13978
96253,15.47244095,1,1,0.25,73,539,13978,89,539_13978
96249,15.23622047,1,1,0.25,73,539,13978,89,539_13978
96251,15.39370079,1,1,0.25,73,539,13978,89,539_13978
96255,15.47244095,1,1,0.25,73,539,13978,89,539_13978
96203,13.38582677,1,1,0.25,73,539,13978,89,539_13978
96263,17.91338583,1,1,0.25,73,539,13978,89,539_13978
96254,15.47244095,1,1,0.25,73,539,13978,89,539_13978
96248,15.11811024,1,1,0.25,73,539,13978,89,539_13978
96259,16.49606299,1,1,0.25,73,539,13978,89,539_13978
96204,13.46456693,1,1,0.25,73,539,13978,89,539_13978
96205,13.62204724,1,1,0.25,73,539,13978,89,539_13978
96244,14.88188976,1,1,0.25,73,539,13978,89,539_13978
96260,16.69291339,1,1,0.25,73,539,13978,89,539_13978
96258,16.45669291,1,1,0.25,73,539,13978,89,539_13978
96208,13.74015748,1,1,0.25,73,539,13978,89,539_13978
96207,13.7007874,1,1,0.25,73,539,13978,89,539_13978
96242,14.76377953,1,1,0.25,73,539,13978,89,539_13978
96270,16.77165354,1,0,0.31,73,539,13978,89,539_13978
96265,19.29133858,1,0,0.25,73,539,13978,89,539_13978
96274,14.80314961,1,0,0.44,73,539,13978,89,539_13978
96269,17.32283465,1,0,0.29,73,539,13978,89,539_13978
96209,13.77952756,1,1,0.25,73,539,13978,89,539_13978
96213,14.01574803,1,1,0.25,73,539,13978,89,539_13978
96211,14.01574803,1,1,0.25,73,539,13978,89,539_13978
96273,17.20472441,1,0,0.36,73,539,13978,89,539_13978
96234,14.56692913,1,1,0.25,73,539,13978,89,539_13978
96264,17.91338583,1,1,0.25,73,539,13978,89,539_13978
96217,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96275,17.67716535,1,0,0.5,73,539,13978,89,539_13978
96272,17.16535433,1,0,0.33,73,539,13978,89,539_13978
96266,18.97637795,1,0,0.26,73,539,13978,89,539_13978
96214,14.05511811,1,1,0.25,73,539,13978,89,539_13978
96267,16.14173228,1,0,0.28,73,539,13978,89,539_13978
96225,14.2519685,1,1,0.25,73,539,13978,89,539_13978
96221,14.17322835,1,1,0.25,73,539,13978,89,539_13978
96280,23.7007874,-1,0,1.6,31,47,13979,2380,47_13979
96276,14.05511811,-1,0,0.4,31,47,13979,2380,47_13979
96278,17.28346457,-1,0,0.86,31,47,13979,2380,47_13979
96277,18.58267717,-1,0,0.7,31,47,13979,2380,47_13979
96279,16.41732284,-1,0,1.2,31,47,13979,2380,47_13979
96282,12.51968504,-1,0,0.75,31,196,13979,786,196_13979
96281,11.33858268,-1,0,0.75,31,196,13979,786,196_13979
96285,16.88976378,-1,0,1.1,31,196,13979,786,196_13979
96284,12.36220472,-1,0,1.1,31,196,13979,786,196_13979
96283,11.69291339,-1,0,1,31,196,13979,786,196_13979
96287,7.559055118,-1,0,0.35,31,268,13979,715,268_13979
96288,8.976377953,-1,0,0.43,31,268,13979,715,268_13979
96290,7.795275591,-1,0,0.71,31,268,13979,715,268_13979
96289,8.622047244,-1,0,0.54,31,268,13979,715,268_13979
96286,7.952755906,-1,1,0.25,31,268,13979,715,268_13979
96294,7.440944882,-1,0,0.8,31,279,13979,520,279_13979
96291,7.755905512,-1,0,0.69,31,279,13979,520,279_13979
96292,8.031496063,-1,0,0.7,31,279,13979,520,279_13979
96293,8.031496063,-1,0,0.7,31,279,13979,520,279_13979
96295,7.716535433,-1,0,1.5,31,279,13979,520,279_13979
96299,6.062992126,-1,0,0.42,31,286,13979,2861,286_13979
96297,6.456692913,-1,0,0.35,31,286,13979,2861,286_13979
96300,7.598425197,-1,0,0.51,31,286,13979,2861,286_13979
96296,8.42519685,-1,1,0.25,31,286,13979,2861,286_13979
96298,6.771653543,-1,0,0.38,31,286,13979,2861,286_13979
96302,10.78740158,-1,0,1.2,31,328,13979,10267,328_13979
96303,10.86614173,-1,0,1.4,31,328,13979,10267,328_13979
96306,15.59055118,-1,0,1.5,31,328,13979,10267,328_13979
96305,12.04724409,-1,0,1.4,31,328,13979,10267,328_13979
96304,11.96850394,-1,0,1.4,31,328,13979,10267,328_13979
96309,14.52755906,1,1,0.25,15,157,13980,111,157_13980
96307,14.05511811,1,1,0.25,15,157,13980,111,157_13980
96311,20.23622047,1,0,0.34,15,157,13980,111,157_13980
96308,14.48818898,1,1,0.25,15,157,13980,111,157_13980
96310,22.16535433,1,1,0.25,15,157,13980,111,157_13980
96315,14.05511811,1,1,0.25,15,439,13980,77,439_13980
96312,12.63779528,1,1,0.25,15,439,13980,77,439_13980
96314,13.30708661,1,1,0.25,15,439,13980,77,439_13980
96316,14.13385827,1,1,0.25,15,439,13980,77,439_13980
96313,13.07086614,1,1,0.25,15,439,13980,77,439_13980
96317,15.66929134,1,1,0.25,15,535,13980,118,535_13980
96319,18.03149606,1,1,0.25,15,535,13980,118,535_13980
96320,23.22834646,1,1,0.25,15,535,13980,118,535_13980
96318,16.65354331,1,1,0.25,15,535,13980,118,535_13980
96321,23.42519685,1,1,0.25,15,535,13980,118,535_13980
96324,24.40944882,1,0,0.31,19,47,13981,2380,47_13981
96323,17.51968504,1,1,0.25,19,47,13981,2380,47_13981
96325,20.82677165,1,0,0.52,19,47,13981,2380,47_13981
96322,15.43307087,1,1,0.25,19,47,13981,2380,47_13981
96326,25.23622047,1,0,0.8,19,47,13981,2380,47_13981
96328,21.41732284,1,1,0.25,19,233,13981,1277,233_13981
96327,19.33070866,1,1,0.25,19,233,13981,1277,233_13981
96329,26.10236221,1,0,0.54,19,233,13981,1277,233_13981
96331,8.622047244,1,1,0.25,19,286,13981,2861,286_13981
96332,8.110236221,1,0,0.3,19,286,13981,2861,286_13981
96334,8.346456693,1,1,0.25,19,292,13981,2089,292_13981
96335,8.346456693,1,1,0.25,19,292,13981,2089,292_13981
96333,7.834645669,1,1,0.25,19,292,13981,2089,292_13981
96336,12.71653543,1,0,0.32,19,328,13981,10267,328_13981
96340,16.96850394,1,0,0.79,19,328,13981,10267,328_13981
96338,16.65354331,1,0,0.38,19,328,13981,10267,328_13981
96337,12.67716535,1,0,0.33,19,328,13981,10267,328_13981
96339,16.18110236,1,0,0.68,19,328,13981,10267,328_13981
96345,18.11023622,-1,0,0.32,15,157,13982,111,157_13982
96344,15.7480315,-1,0,0.28,15,157,13982,111,157_13982
96341,15.19685039,-1,1,0.25,15,157,13982,111,157_13982
96343,16.41732284,-1,0,0.27,15,157,13982,111,157_13982
96342,16.77165354,-1,1,0.25,15,157,13982,111,157_13982
96346,13.46456693,-1,1,0.25,15,439,13982,77,439_13982
96347,14.17322835,-1,1,0.25,15,439,13982,77,439_13982
96349,18.30708661,-1,1,0.25,15,439,13982,77,439_13982
96350,20,-1,1,0.25,15,439,13982,77,439_13982
96348,14.37007874,-1,1,0.25,15,439,13982,77,439_13982
96352,19.76377953,-1,1,0.25,15,535,13982,118,535_13982
96353,20.86614173,-1,1,0.25,15,535,13982,118,535_13982
96354,20.90551181,-1,1,0.25,15,535,13982,118,535_13982
96355,22.24409449,-1,1,0.25,15,535,13982,118,535_13982
96351,15.23622047,-1,1,0.25,15,535,13982,118,535_13982
96358,15.15748032,-1,1,0.25,15,157,13983,111,157_13983
96360,15,-1,0,0.36,15,157,13983,111,157_13983
96356,13.46456693,-1,1,0.25,15,157,13983,111,157_13983
96359,17.20472441,-1,0,0.25,15,157,13983,111,157_13983
96357,13.85826772,-1,1,0.25,15,157,13983,111,157_13983
96362,10.47244095,-1,1,0.25,15,254,13983,126,254_13983
96363,10.70866142,-1,1,0.25,15,254,13983,126,254_13983
96361,10.31496063,-1,1,0.25,15,254,13983,126,254_13983
96365,12.44094488,-1,1,0.25,15,439,13983,77,439_13983
96364,12.36220472,-1,1,0.25,15,439,13983,77,439_13983
96370,20.35433071,-1,1,0.25,15,535,13983,118,535_13983
96369,16.2992126,-1,1,0.25,15,535,13983,118,535_13983
96367,15.43307087,-1,1,0.25,15,535,13983,118,535_13983
96368,15.94488189,-1,1,0.25,15,535,13983,118,535_13983
96366,15.23622047,-1,1,0.25,15,535,13983,118,535_13983
96372,18.03149606,5,0,0.749,3,487,13984,11,487_13984
96371,9.015748032,3,0,0.14,3,487,13984,11,487_13984
96375,9.645669291,2,0,0.318,2,317,13985,2119,317_13985
96374,6.850393701,4,0,0.12,2,317,13985,2119,317_13985
96377,7.992125984,5,0,0.056,3,112,13986,5,112_13986
96378,15.90551181,5,0,0.266,3,112,13986,5,112_13986
96382,16.92913386,4,0,0.304,4,112,13987,5,112_13987
96381,8.858267717,5,0,0.049,4,112,13987,5,112_13987
96380,13.93700787,4,0,0.465,4,487,13987,11,487_13987
96379,8.858267717,5,0,0.16,4,487,13987,11,487_13987
96388,16.37795276,1,0,0.673,5,327,13989,6007,327_13989
96386,17.51968504,1,0,0.343,5,327,13989,6007,327_13989
96387,17.36220472,1,0,0.345,5,327,13989,6007,327_13989
96394,13.1496063,1,0,0.115,10,327,13990,6007,327_13990
96398,15.11811024,1,0,0.165,10,327,13990,6007,327_13990
96399,15.98425197,1,0,0.183,10,327,13990,6007,327_13990
96395,13.93700787,1,0,0.12,10,327,13990,6007,327_13990
96391,12.08661417,1,0,0.0772,10,327,13990,6007,327_13990
96397,14.33070866,1,0,0.126,10,327,13990,6007,327_13990
96396,14.60629921,1,0,0.12,10,327,13990,6007,327_13990
96393,11.53543307,1,0,0.0828,10,327,13990,6007,327_13990
96392,13.58267717,1,0,0.0784,10,327,13990,6007,327_13990
96390,13.7007874,1,0,0.07,10,327,13990,6007,327_13990
96411,13.58267717,1,0,0.209,10,327,13992,6007,327_13992
96404,10.43307087,1,0,0.113,10,327,13992,6007,327_13992
96410,10.82677165,1,0,0.142,10,327,13992,6007,327_13992
96405,10.43307087,1,0,0.12,10,327,13992,6007,327_13992
96408,10.82677165,1,0,0.131,10,327,13992,6007,327_13992
96406,9.842519685,1,0,0.128,10,327,13992,6007,327_13992
96407,9.842519685,1,0,0.131,10,327,13992,6007,327_13992
96412,19.48818898,1,0,0.636,10,327,13992,6007,327_13992
96409,10.43307087,1,0,0.138,10,327,13992,6007,327_13992
96413,20.86614173,1,0,0.792,10,327,13992,6007,327_13992
96415,17.71653543,1,0,0.443,3,327,13993,6007,327_13993
96416,17.4015748,1,0,0.484,3,327,13993,6007,327_13993
96414,18.50393701,1,0,0.425,3,327,13993,6007,327_13993
96448,30.11811024,1,0,0.186,30,522,13997,1454,522_13997
96450,28.93700787,1,0,0.252,30,522,13997,1454,522_13997
96439,24.13385827,1,0,0.0869,30,522,13997,1454,522_13997
96424,18.74015748,1,0,0.0543,30,522,13997,1454,522_13997
96443,22.63779528,1,0,0.104,30,522,13997,1454,522_13997
96438,20.5511811,1,0,0.086,30,522,13997,1454,522_13997
96430,22.44094488,1,0,0.0707,30,522,13997,1454,522_13997
96421,16.22047244,1,0,0.039,30,522,13997,1454,522_13997
96447,28.38582677,1,0,0.176,30,522,13997,1454,522_13997
96444,22.32283465,1,0,0.105,30,522,13997,1454,522_13997
96440,24.40944882,1,0,0.0894,30,522,13997,1454,522_13997
96446,27.08661417,1,0,0.137,30,522,13997,1454,522_13997
96431,23.54330709,1,0,0.0725,30,522,13997,1454,522_13997
96429,20.94488189,1,0,0.0693,30,522,13997,1454,522_13997
96423,21.45669291,1,0,0.0541,30,522,13997,1454,522_13997
96449,25.66929134,1,0,0.19,30,522,13997,1454,522_13997
96445,24.21259843,1,0,0.126,30,522,13997,1454,522_13997
96441,21.14173228,1,0,0.1,30,522,13997,1454,522_13997
96442,22.12598425,1,0,0.101,30,522,13997,1454,522_13997
96437,22.83464567,1,0,0.0856,30,522,13997,1454,522_13997
96436,21.73228347,1,0,0.0821,30,522,13997,1454,522_13997
96432,26.25984252,1,0,0.0739,30,522,13997,1454,522_13997
96435,19.05511811,1,0,0.0775,30,522,13997,1454,522_13997
96433,21.22047244,1,0,0.0748,30,522,13997,1454,522_13997
96434,21.2992126,1,0,0.0765,30,522,13997,1454,522_13997
96427,21.65354331,1,0,0.0594,30,522,13997,1454,522_13997
96428,26.18110236,1,0,0.0632,30,522,13997,1454,522_13997
96426,13.46456693,1,0,0.0587,30,522,13997,1454,522_13997
96425,11.92913386,1,0,0.0579,30,522,13997,1454,522_13997
96422,15.7480315,1,0,0.047,30,522,13997,1454,522_13997
96453,17.51968504,2,0,0.024,4,100,13998,10,100_13998
96454,13.38582677,2,0,0.029,4,100,13998,10,100_13998
96452,13.38582677,2,0,0.073,4,101,13998,10,101_13998
96451,17.51968504,2,0,0.051,4,101,13998,10,101_13998
96457,18.8976378,1,0,0.069,15,113,14001,280,113_14001
96464,19.56692913,1,0,0.093,15,113,14001,280,113_14001
96459,19.88188976,1,0,0.085,15,113,14001,280,113_14001
96467,19.48818898,1,0,0.122,15,113,14001,280,113_14001
96470,19.29133858,1,0,0.201,15,113,14001,280,113_14001
96471,17.79527559,1,0,0.347,15,113,14001,280,113_14001
96461,20.39370079,1,0,0.0871,15,113,14001,280,113_14001
96465,22.20472441,1,0,0.096,15,113,14001,280,113_14001
96468,19.17322835,1,0,0.142,15,113,14001,280,113_14001
96469,20.5511811,1,0,0.155,15,113,14001,280,113_14001
96458,22.83464567,1,0,0.075,15,113,14001,280,113_14001
96466,20.82677165,1,0,0.108,15,113,14001,280,113_14001
96460,21.14173228,1,0,0.086,15,113,14001,280,113_14001
96463,22.04724409,1,0,0.088,15,113,14001,280,113_14001
96462,19.37007874,1,0,0.088,15,113,14001,280,113_14001
96476,15.35433071,1,0,0.249,10,327,14004,6007,327_14004
96481,15.98425197,1,0,0.37,10,327,14004,6007,327_14004
96483,15.7480315,1,0,0.402,10,327,14004,6007,327_14004
96477,14.33070866,1,0,0.266,10,327,14004,6007,327_14004
96479,15.03937008,1,0,0.307,10,327,14004,6007,327_14004
96484,16.45669291,1,0,0.462,10,327,14004,6007,327_14004
96480,14.56692913,1,0,0.326,10,327,14004,6007,327_14004
96482,14.48818898,1,0,0.399,10,327,14004,6007,327_14004
96478,14.48818898,1,0,0.289,10,327,14004,6007,327_14004
96475,14.52755906,1,0,0.239,10,327,14004,6007,327_14004
96489,13.97637795,1,0,0.155,10,327,14006,6007,327_14006
96495,16.92913386,1,0,0.736,10,327,14006,6007,327_14006
96486,11.61417323,1,0,0.0847,10,327,14006,6007,327_14006
96491,15.94488189,1,0,0.208,10,327,14006,6007,327_14006
96488,12.20472441,1,0,0.115,10,327,14006,6007,327_14006
96493,15.7480315,1,0,0.286,10,327,14006,6007,327_14006
96494,16.14173228,1,0,0.336,10,327,14006,6007,327_14006
96492,15.35433071,1,0,0.259,10,327,14006,6007,327_14006
96490,14.37007874,1,0,0.181,10,327,14006,6007,327_14006
96487,12.20472441,1,0,0.114,10,327,14006,6007,327_14006
96501,18.58267717,1,0,0.456,10,327,14007,6007,327_14007
96497,14.80314961,1,0,0.197,10,327,14007,6007,327_14007
96505,22.63779528,1,0,0.76,10,327,14007,6007,327_14007
96499,15.19685039,1,0,0.337,10,327,14007,6007,327_14007
96498,14.2519685,1,0,0.321,10,327,14007,6007,327_14007
96504,20.19685039,1,0,0.72,10,327,14007,6007,327_14007
96503,21.92913386,1,0,0.645,10,327,14007,6007,327_14007
96500,14.96062992,1,0,0.364,10,327,14007,6007,327_14007
