ID,measured,LOO_modeled,sigma,DL
79610,0.39,0.38475,0.419149,0
79614,0.11,0.145027,0.419149,0
79615,0.49,0.562883,0.419149,0
79619,1.1,0.994273,0.419149,0
79617,0.62,0.606373,0.419149,0
79618,0.78,0.566426,0.419148,0
79616,0.6,0.712404,0.419149,0
79622,0.83,0.943345,0.419149,0
79620,0.55,0.54996,0.419149,0
79621,0.73,0.733652,0.419149,0
79623,0.05,0.046643,0.419149,0
79624,0.12,0.099694,0.419149,0
79625,0.13,0.167507,0.419149,0
79630,0.18,0.190769,0.419149,0
79634,0.32,0.274982,0.419149,0
79631,0.2,0.213014,0.419149,0
79637,0.56,0.420459,0.419148,0
79632,0.23,0.167152,0.419148,0
79628,0.12,0.153417,0.419149,0
79635,0.33,0.271905,0.419149,0
79633,0.26,0.232294,0.419149,0
79636,0.42,0.29432,0.419148,0
79629,0.14,0.175662,0.419149,0
79627,0.09,0.206557,0.419144,0
79638,0.09,0.159362,0.419147,0
79639,0.07,0.046844,0.419148,0
79640,0.18,0.151421,0.419149,0
79641,0.64,0.509538,0.419149,0
79642,0.34,0.816198,0.419144,0
79643,0.69,0.723448,0.419149,0
79644,1.3,0.64919,0.419146,0
79645,0.08,0.388461,0.419129,0
79646,0.11,0.105861,0.419149,0
79648,0.13,0.126965,0.419149,0
79649,0.56,0.127623,0.419132,0
79647,0.11,0.142027,0.419149,0
79651,0.14,0.32752,0.419143,0
79652,0.22,0.304925,0.419148,0
79650,0.12,0.204149,0.419147,0
79653,0.44,0.2028,0.419144,0
79654,0.46,0.22857,0.419145,0
79657,0.37,0.292166,0.419149,0
79655,0.27,0.371456,0.419148,0
79658,0.92,0.501821,0.419146,0
79656,0.28,0.281532,0.419149,0
79659,0.21,0.288265,0.419148,0
79664,0.32,0.245362,0.419149,0
79661,0.24,0.257417,0.419149,0
79665,0.32,0.27405,0.419149,0
79663,0.27,0.260315,0.419149,0
79662,0.26,0.223309,0.419149,0
79660,0.22,0.274864,0.419149,0
79667,0.26,0.262598,0.419149,0
79668,0.38,0.288718,0.419149,0
79666,0.2,0.266259,0.419149,0
79669,0.23,0.359805,0.419148,0
79671,0.52,0.329538,0.419148,0
79670,0.39,0.385404,0.419149,0
79674,0.12,0.119971,0.419149,0
79673,0.11,0.110026,0.419149,0
79677,0.42,0.355074,0.419149,0
79675,0.21,0.294221,0.419148,0
79678,0.66,0.446026,0.419148,0
79676,0.33,0.299001,0.419149,0
79679,0.34,0.386441,0.419149,0
79682,0.4,0.453236,0.419149,0
79683,0.7,0.436427,0.419148,0
79680,0.34,0.477703,0.419148,0
79681,0.39,0.477107,0.419149,0
79684,0.21,0.547821,0.419144,0
79686,0.83,0.461233,0.419147,0
79685,0.8,0.55264,0.419148,0
79687,0.3,0.255233,0.41915,0
79688,0.34,0.344253,0.419149,0
79689,0.56,0.404721,0.419148,0
79690,0.6,0.395601,0.419148,0
79691,0.21,0.396386,0.419146,0
79692,0.78,0.989327,0.419149,0
79693,1,1.10623,0.419149,0
79695,0.23,0.178821,0.419149,0
79694,0.19,0.244361,0.419149,0
79699,0.3,0.312681,0.419149,0
79703,0.39,0.328829,0.419149,0
79702,0.33,0.301234,0.419149,0
79704,0.4,0.305006,0.419149,0
79700,0.31,0.335211,0.419149,0
79705,0.43,0.29807,0.419148,0
79697,0.27,0.304882,0.419149,0
79696,0.11,0.314832,0.41914,0
79706,0.48,0.342718,0.419148,0
79698,0.28,0.289219,0.419149,0
79701,0.32,0.293733,0.419149,0
79710,0.19,0.167037,0.419149,0
79712,0.22,0.127982,0.419147,0
79709,0.16,0.227246,0.419148,0
79711,0.19,0.253027,0.419149,0
79708,0.16,0.137191,0.419149,0
79707,0.13,0.225016,0.419147,0
79714,0.25,0.18571,0.419148,0
79715,0.3,0.251147,0.419149,0
79713,0.22,0.246361,0.419149,0
79716,0.1,0.092425,0.419149,0
79717,0.02,0.03701,0.419147,0
79718,0.15,0.089192,0.419147,0
79720,0.22,0.144537,0.419148,0
79723,0.21,0.156252,0.419149,0
79722,0.2,0.229502,0.419149,0
79721,0.09,0.160663,0.419147,0
79725,0.19,0.204119,0.419149,0
79729,0.3,0.221738,0.419149,0
79728,0.26,0.270014,0.419149,0
79727,0.24,0.216099,0.419149,0
79726,0.19,0.210484,0.419149,0
79732,0.29,0.245983,0.419149,0
79734,0.34,0.299367,0.419149,0
79733,0.34,0.283653,0.419149,0
79731,0.18,0.262494,0.419148,0
79730,0.17,0.227681,0.419149,0
79735,0.18,0.193184,0.419149,0
79736,0.24,0.213413,0.419149,0
79738,0.35,0.325981,0.419149,0
79737,0.16,0.180063,0.419149,0
79739,0.31,0.257979,0.419149,0
79740,0.48,0.339107,0.419148,0
79743,0.42,0.393274,0.419149,0
79742,0.24,0.273851,0.419149,0
79741,0.15,0.239072,0.419148,0
79744,0.16,0.292364,0.419147,0
79745,0.34,0.327036,0.419149,0
79746,0.32,0.182086,0.419147,0
79747,0.05,0.105883,0.419146,0
79750,0.51,0.144582,0.419139,0
79748,0.07,0.142332,0.419146,0
79749,0.21,0.174092,0.419149,0
79752,0.82,0.348672,0.419146,0
79751,0.21,0.49441,0.419146,0
79753,0.58,0.470135,0.419149,0
79754,0.32,0.394854,0.419149,0
79764,1.2,1.014437,0.419149,0
79759,0.89,1.066894,0.419149,0
79758,0.89,0.869192,0.419149,0
79760,0.91,0.867049,0.419149,0
79757,0.88,0.812941,0.419149,0
79761,0.95,0.7863,0.419149,0
79756,0.76,0.766052,0.419149,0
79755,0.52,0.809396,0.419148,0
79762,0.96,0.933841,0.419149,0
79763,1,0.908959,0.419149,0
79765,0.19,0.214374,0.419149,0
79769,0.25,0.194499,0.419149,0
79766,0.12,0.161747,0.419149,0
79770,0.28,0.204873,0.419148,0
79767,0.17,0.210097,0.419149,0
79768,0.19,0.177779,0.419149,0
79774,0.35,0.202997,0.419147,0
79773,0.26,0.243448,0.419149,0
79772,0.1,0.184551,0.419147,0
79775,0.05,0.054039,0.419149,0
79776,0.14,0.129653,0.419149,0
79778,0.086,0.107452,0.419149,0
79777,0.074,0.109925,0.419148,0
79781,0.14,0.157507,0.419149,0
79779,0.12,0.140925,0.419149,0
79780,0.14,0.138116,0.419149,0
79782,0.15,0.125581,0.419149,0
79784,0.046,0.058055,0.419149,0
79785,0.052,0.067032,0.419149,0
79783,0.043,0.06518,0.419148,0
79787,0.17,0.154984,0.419149,0
79790,0.3,0.200417,0.419148,0
79788,0.18,0.183642,0.419149,0
79789,0.25,0.198102,0.419149,0
79786,0.12,0.173616,0.419148,0
79791,0.071,0.057877,0.419149,0
79792,0.098,0.093738,0.419149,0
79793,0.072,0.073024,0.419149,0
79797,0.19,0.157953,0.419149,0
79798,0.22,0.155447,0.419148,0
79800,0.3,0.276986,0.419149,0
79795,0.17,0.155581,0.419149,0
79801,0.39,0.209416,0.419146,0
79799,0.23,0.185356,0.419149,0
79796,0.17,0.208088,0.419149,0
79794,0.099,0.13607,0.419148,0
79802,0.12,0.28056,0.419144,0
79803,0.19,0.281203,0.419148,0
79807,0.57,0.365602,0.419148,0
79805,0.27,0.304866,0.419149,0
79804,0.19,0.21869,0.419149,0
79806,0.51,0.177364,0.419141,0
79810,0.23,0.433063,0.419146,0
79808,0.18,0.279116,0.419148,0
79811,0.24,0.310412,0.419149,0
79809,0.21,0.35768,0.419147,0
79814,0.39,0.263041,0.419148,0
79812,0.34,0.234825,0.419148,0
79813,0.35,0.262575,0.419149,0
79817,0.8,0.521988,0.419148,0
79815,0.44,0.347191,0.419149,0
79816,0.75,0.64916,0.419149,0
79818,0.51,0.313037,0.419147,0
79820,0.19,0.282746,0.419148,0
79821,0.56,0.498536,0.419149,0
79819,0.17,0.210757,0.419149,0
79823,0.54,0.522889,0.419149,0
79824,0.84,0.464728,0.419147,0
79822,0.26,0.482339,0.419146,0
79826,0.06,0.067327,0.419149,0
79827,0.08,0.081294,0.419149,0
79825,0.05,0.074335,0.419148,0
79829,0.1,0.100598,0.419149,0
79831,0.17,0.126823,0.419149,0
79830,0.14,0.08889,0.419148,0
79828,0.08,0.099521,0.419149,0
79833,0.022,0.259035,0.419114,0
79835,0.29,0.072105,0.419138,0
79834,0.28,0.097934,0.419143,0
79836,0.27,0.146064,0.419147,0
79837,0.3,0.644346,0.419146,0
79838,0.79,0.678695,0.419149,0
79843,0.35,0.40654,0.419149,0
79839,0.17,0.224605,0.419149,0
79841,0.21,0.232883,0.419149,0
79844,0.4,0.28245,0.419148,0
79842,0.25,0.196196,0.419149,0
79840,0.21,0.222767,0.419149,0
79848,0.19,0.231821,0.419149,0
79850,0.3,0.402298,0.419149,0
79846,0.14,0.144803,0.419149,0
79851,0.34,0.188717,0.419147,0
79849,0.29,0.236991,0.419149,0
79847,0.18,0.205166,0.419149,0
79845,0.13,0.148667,0.419149,0
79854,0.08,0.069697,0.419149,0
79856,0.11,0.072722,0.419148,0
79852,0.037,0.062353,0.419147,0
79855,0.1,0.069801,0.419148,0
79853,0.068,0.05656,0.419149,0
79861,0.61,0.361879,0.419147,0
79857,0.17,0.248126,0.419148,0
79859,0.19,0.219456,0.419149,0
79860,0.28,0.319062,0.419149,0
79858,0.18,0.280537,0.419148,0
79862,0.11,0.284622,0.419144,0
79863,0.21,0.342172,0.419148,0
79864,1.6,0.382535,0.419137,0
79865,0.76,1.349195,0.419147,0
79866,0.65,0.693836,0.419149,0
79868,1.3,0.798238,0.419148,0
79869,1.5,1.433167,0.419149,0
79867,1.1,0.993911,0.419149,0
79870,0.25,0.245075,0.419149,0
79871,0.18,0.120484,0.419148,0
79872,0.13,0.198096,0.419148,0
79874,0.64,0.513218,0.419149,0
79876,0.82,0.625814,0.419149,0
79877,0.89,0.876506,0.419149,0
79875,0.68,0.691004,0.419149,0
79873,0.42,0.685851,0.419147,0
79879,0.37,0.394091,0.419149,0
79878,0.29,0.302066,0.41915,0
79884,0.83,1.059167,0.419149,0
79880,0.58,0.573251,0.419149,0
79886,0.94,0.987735,0.419149,0
79882,0.67,0.829154,0.419149,0
79885,0.85,0.896955,0.419149,0
79883,0.77,0.505406,0.419148,0
79881,0.6,0.465336,0.419149,0
79888,0.47,0.357932,0.419149,0
79887,0.22,0.352424,0.419148,0
79889,0.59,0.483436,0.419149,0
79891,0.2,0.177843,0.419149,0
79890,0.18,0.202424,0.419149,0
79892,0.05,0.128985,0.419144,0
79893,0.36,0.145813,0.419144,0
79894,0.36,0.347237,0.419149,0
79895,0.23,0.23508,0.419149,0
79897,0.38,0.332216,0.419149,0
79896,0.29,0.393305,0.419148,0
79899,0.28,0.217518,0.419149,0
79900,0.3,0.285786,0.419149,0
79898,0.25,0.278716,0.419149,0
79901,0.32,0.364141,0.419149,0
79902,0.14,0.237763,0.419148,0
79903,0.31,0.170489,0.419147,0
79904,0.4,0.223321,0.419147,0
79905,0.4,0.5509,0.419148,0
79906,1.1,0.35382,0.41914,0
79907,0.1,0.427178,0.419134,0
79909,0.66,0.436623,0.419148,0
79908,0.4,0.579332,0.419148,0
79910,1.1,0.748236,0.419148,0
79915,0.48,0.389932,0.419149,0
79911,0.23,0.425451,0.419146,0
79913,0.38,0.287703,0.419149,0
79914,0.42,0.315082,0.419149,0
79912,0.27,0.463869,0.419147,0
79916,0.1,0.093509,0.419149,0
79917,0.2,0.221349,0.419149,0
79918,0.35,0.30187,0.419149,0
79919,0.5,0.344871,0.419148,0
79920,0.1,0.213497,0.419145,0
79921,0.1,0.160357,0.419147,0
79922,0.38,0.402274,0.419149,0
79923,0.9,0.406968,0.419144,0
79925,0.23,0.219083,0.419149,0
79926,0.24,0.262943,0.419149,0
79924,0.2,0.191632,0.419149,0
79927,0.37,0.461323,0.419149,0
79929,0.19,0.150598,0.419149,0
79930,0.2,0.135915,0.419148,0
79928,0.17,0.172252,0.419149,0
79933,0.35,0.406334,0.419149,0
79935,0.59,0.470014,0.419149,0
79931,0.28,0.289301,0.419149,0
79934,0.55,0.540148,0.419149,0
79932,0.31,0.485408,0.419148,0
79936,0.26,0.788115,0.419144,0
79937,1.7,0.561606,0.419144,0
79938,0.54,0.518222,0.419149,0
79945,1.3,0.711733,0.419146,0
79940,0.19,0.308378,0.419147,0
79943,0.77,0.64578,0.419149,0
79941,0.24,0.345366,0.419148,0
79944,0.81,0.735754,0.419149,0
79942,0.49,0.345538,0.419148,0
79939,0.19,0.289016,0.419148,0
79948,0.42,0.398201,0.419149,0
79950,0.48,0.494211,0.419149,0
79946,0.26,0.368786,0.419148,0
79949,0.45,0.494198,0.419149,0
79947,0.36,0.320155,0.419149,0
79951,1,0.737815,0.419148,0
79952,0.14,0.234873,0.419147,0
79953,0.22,0.213345,0.419149,0
79958,0.63,0.492025,0.419149,0
79956,0.56,0.42555,0.419149,0
79955,0.45,0.441358,0.419149,0
79957,0.61,0.475345,0.419149,0
79954,0.41,0.556699,0.419149,0
79960,0.56,0.45275,0.419149,0
79961,0.75,0.803722,0.419149,0
79959,0.43,0.4963,0.419149,0
79962,0.24,0.311215,0.419149,0
79964,0.28,0.308274,0.419149,0
79963,0.08,0.204438,0.419142,0
79971,0.67,0.276854,0.419143,0
79967,0.38,0.426626,0.419149,0
79969,0.49,0.809822,0.419147,0
79965,0.26,0.293199,0.419149,0
79972,1,0.45076,0.419144,0
79970,0.55,0.348035,0.419148,0
79968,0.45,0.449033,0.419149,0
79966,0.36,0.403719,0.419149,0
79973,0.7,0.726248,0.419149,0
79975,0.58,0.560808,0.419149,0
79976,0.85,0.623208,0.419149,0
79974,0.41,0.557705,0.419149,0
79980,0.5,0.284189,0.419147,0
79978,0.28,0.296043,0.419149,0
79979,0.46,0.38629,0.419149,0
79977,0.2,0.271799,0.419148,0
79981,0.29,0.341737,0.419149,0
79982,0.11,0.12712,0.41915,0
79983,0.51,0.968516,0.419147,0
79984,0.9,0.473887,0.419147,0
79988,0.72,0.659186,0.419149,0
79986,0.42,0.572798,0.419149,0
79989,0.97,0.662817,0.419148,0
79987,0.67,0.587709,0.419149,0
79985,0.36,0.481273,0.419149,0
79990,0.41,0.712311,0.419147,0
79991,0.12,0.245094,0.419145,0
79992,0.22,0.284563,0.419149,0
79997,1.4,1.04591,0.419149,0
79993,0.68,0.627999,0.419149,0
79995,0.95,0.566177,0.419147,0
79996,1.1,0.893803,0.419149,0
79994,0.8,0.526661,0.419148,0
79999,0.09,0.149607,0.419149,0
80000,0.2,0.120449,0.419148,0
80001,0.31,0.352947,0.419149,0
80002,0.14,0.144033,0.419149,0
80004,0.29,0.301317,0.419149,0
80005,0.33,0.32759,0.419149,0
80006,0.4,0.254228,0.419148,0
80003,0.24,0.31296,0.419149,0
80009,0.16,0.103432,0.419149,0
80008,0.08,0.148584,0.419146,0
80010,0.22,0.183335,0.419151,0
80012,0.51,0.623629,0.419149,0
80014,0.53,0.574938,0.419149,0
80015,0.68,0.413244,0.419147,0
80013,0.52,0.468748,0.419149,0
80011,0.42,0.577979,0.419148,0
80017,0.49,0.611407,0.419149,0
80019,0.65,0.744153,0.419149,0
80020,0.76,0.644593,0.419149,0
80018,0.55,0.565661,0.419149,0
80016,0.4,0.463146,0.419149,0
80023,0.71,0.806694,0.419149,0
80026,1.2,1.002233,0.419149,0
80027,1.4,0.941604,0.419148,0
80024,0.82,0.721689,0.419149,0
80025,1.2,0.882464,0.419148,0
80022,0.66,0.877738,0.419149,0
80021,0.58,0.732272,0.419149,0
80028,0.4,0.225007,0.419147,0
80031,0.57,0.615778,0.419149,0
80033,0.74,0.794904,0.419149,0
80029,0.38,0.585711,0.419148,0
80032,0.7,0.730609,0.419149,0
80030,0.39,0.482695,0.419149,0
80034,1.4,1.307416,0.419149,0
80035,1.4,1.285758,0.419149,0
80036,0.6,0.609153,0.419149,0
80037,0.64,0.459212,0.419148,0
80039,0.48,0.477233,0.419149,0
80038,0.36,0.445493,0.419149,0
80040,0.45,0.839535,0.419146,0
80042,0.23,0.259785,0.419149,0
80041,0.17,0.212517,0.419149,0
80047,0.44,0.531578,0.419149,0
80044,0.33,0.488835,0.419148,0
80049,0.71,0.340751,0.419145,0
80045,0.36,0.30057,0.419149,0
80050,0.82,0.593611,0.419148,0
80048,0.7,0.377132,0.419146,0
80046,0.37,0.492682,0.419149,0
80043,0.33,0.338978,0.419149,0
80052,0.38,0.373696,0.419149,0
80051,0.29,0.358546,0.419149,0
80053,0.24,0.19733,0.419149,0
80054,0.48,0.480636,0.419149,0
80055,0.26,0.180825,0.419148,0
80061,0.44,0.497347,0.419149,0
80057,0.3,0.47337,0.419148,0
80064,0.48,0.28001,0.419147,0
80059,0.35,0.35426,0.419149,0
80056,0.25,0.348986,0.419148,0
80063,0.47,0.606498,0.419149,0
80060,0.38,0.421484,0.419149,0
80058,0.34,0.265257,0.419149,0
80062,0.45,0.393173,0.419149,0
80066,0.14,0.163747,0.419149,0
80067,0.2,0.146464,0.419149,0
80065,0.13,0.21091,0.419148,0
80068,0.29,0.208368,0.419148,0
80069,0.15,0.224902,0.419148,0
80070,0.28,0.198507,0.419148,0
80071,0.26,0.244644,0.419149,0
80076,0.16,0.12854,0.419149,0
80080,0.23,0.135849,0.419147,0
80072,0.05,0.130329,0.419141,0
80078,0.19,0.129906,0.419148,0
80074,0.09,0.131812,0.419148,0
80081,0.26,0.128131,0.419145,0
80079,0.22,0.170788,0.419149,0
80077,0.18,0.130214,0.419148,0
80075,0.09,0.146501,0.419147,0
80073,0.09,0.122346,0.419148,0
80090,0.41,0.506254,0.419149,0
80093,0.7,0.568388,0.419149,0
80088,0.38,0.365306,0.419149,0
80094,0.73,0.558966,0.419149,0
80091,0.42,0.356561,0.419149,0
80086,0.33,0.382185,0.419149,0
80083,0.29,0.403037,0.419148,0
80095,0.85,0.618871,0.419148,0
80092,0.48,0.470747,0.419149,0
80089,0.39,0.357716,0.419149,0
80087,0.37,0.410041,0.419149,0
80085,0.32,0.353631,0.419149,0
80084,0.32,0.271881,0.419149,0
80082,0.15,0.291092,0.419145,0
80097,0.72,0.559202,0.419149,0
80096,0.6,0.772508,0.419149,0
80100,0.22,0.260661,0.419149,0
80102,0.52,0.360426,0.419148,0
80103,0.68,0.437812,0.419148,0
80101,0.31,0.340921,0.419149,0
80099,0.16,0.237919,0.419148,0
80104,0.34,0.260103,0.419149,0
80109,0.33,0.315874,0.419149,0
80105,0.21,0.279624,0.419149,0
80111,0.49,0.443782,0.419149,0
80107,0.29,0.337605,0.419149,0
80112,0.51,0.426193,0.419149,0
80110,0.46,0.56272,0.419149,0
80108,0.3,0.37504,0.419149,0
80106,0.28,0.246429,0.419149,0
80116,0.61,0.535479,0.419149,0
80118,1.1,0.584092,0.419146,0
80113,0.27,0.350704,0.419149,0
80117,0.87,0.492423,0.419147,0
80115,0.51,0.472406,0.419149,0
80114,0.27,0.358786,0.419149,0
80119,0.7,0.712566,0.419149,0
80120,0.25,0.328361,0.419149,0
80121,0.37,0.277434,0.419149,0
80122,0.36,0.398595,0.419149,0
80126,0.69,0.564423,0.419149,0
80123,0.29,0.415622,0.419148,0
80125,0.49,0.703763,0.419148,0
80124,0.48,0.610637,0.419149,0
80128,0.27,0.172886,0.419148,0
80129,0.43,0.196284,0.419144,0
80131,0.48,0.204619,0.419143,0
80127,0.16,0.206936,0.419149,0
80130,0.47,0.218197,0.419144,0
80132,0.55,0.744118,0.419148,0
80133,0.53,1.031548,0.419146,0
80135,0.41,0.489898,0.419149,0
80137,0.48,0.548409,0.419149,0
80134,0.38,0.694914,0.419146,0
80139,0.68,0.795576,0.419149,0
80136,0.41,0.61839,0.419148,0
80138,0.65,0.750488,0.419149,0
80141,0.36,0.212986,0.419147,0
80140,0.11,0.142916,0.419149,0
80142,0.44,0.515016,0.419149,0
80146,0.62,0.647896,0.419149,0
80148,0.77,0.729891,0.419149,0
80144,0.52,0.476066,0.419149,0
80149,0.83,0.757469,0.419149,0
80147,0.74,0.704877,0.419149,0
80145,0.59,0.605592,0.419149,0
80143,0.47,0.506191,0.419149,0
80150,0.5,0.493479,0.419149,0
80151,0.79,0.526585,0.419148,0
80153,0.53,0.494065,0.419149,0
80152,0.28,0.466828,0.419147,0
80156,0.85,0.845345,0.419149,0
80154,0.7,0.901096,0.419149,0
80157,1,1.046924,0.419149,0
80155,0.74,0.774645,0.419149,0
80158,1.2,1.071413,0.419149,0
80161,0.23,0.215305,0.419149,0
80163,0.29,0.266537,0.419149,0
80159,0.17,0.190521,0.419149,0
80164,0.3,0.233913,0.419149,0
80162,0.23,0.349532,0.419148,0
80160,0.22,0.20262,0.419149,0
80165,0.26,0.25927,0.419149,0
80166,0.29,0.313325,0.419149,0
80167,0.17,0.193631,0.419149,0
80169,0.28,0.275012,0.419149,0
80170,0.55,0.519808,0.419149,0
80168,0.25,0.208819,0.419149,0
80173,0.46,0.5525,0.419149,0
80171,0.33,0.431527,0.419149,0
80174,0.69,0.469988,0.419148,0
80172,0.46,0.508843,0.419149,0
80175,0.51,0.558476,0.419149,0
80176,0.27,0.377166,0.419148,0
80177,0.4,0.476657,0.419149,0
80179,0.49,0.286646,0.419147,0
80180,0.79,0.291163,0.419141,0
80178,0.48,0.314264,0.419148,0
80185,0.47,0.451076,0.419149,0
80181,0.35,0.438655,0.419149,0
80183,0.39,0.698943,0.419146,0
80187,0.55,0.544696,0.419149,0
80184,0.42,0.522831,0.419149,0
80182,0.36,0.347111,0.419149,0
80186,0.47,0.595583,0.419149,0
80188,0.07,0.113788,0.419147,0
80189,0.12,0.125703,0.419149,0
80191,0.25,0.286166,0.419149,0
80192,0.26,0.251757,0.419149,0
80190,0.21,0.290765,0.419149,0
80193,0.2,0.142917,0.419148,0
80194,0.27,0.144899,0.419146,0
80198,0.15,0.245977,0.419147,0
80202,0.36,0.328745,0.419149,0
80200,0.29,0.379825,0.419149,0
80196,0.15,0.206575,0.419148,0
80203,0.39,0.289324,0.419148,0
80201,0.35,0.288518,0.419149,0
80199,0.24,0.262152,0.419149,0
80197,0.15,0.217111,0.419148,0
80195,0.13,0.211111,0.419147,0
80204,0.38,0.470531,0.419149,0
80205,0.43,0.499366,0.419149,0
80210,0.17,0.13879,0.419149,0
80206,0.06,0.072009,0.419149,0
80208,0.14,0.083872,0.419147,0
80211,0.19,0.136101,0.419148,0
80209,0.15,0.135079,0.419149,0
80207,0.09,0.102245,0.419149,0
80214,0.3,0.339974,0.419149,0
80221,0.5,0.435945,0.419149,0
80216,0.37,0.36309,0.419149,0
80224,0.52,0.336682,0.419148,0
80219,0.4,0.422058,0.419149,0
80213,0.3,0.352765,0.419149,0
80222,0.51,0.398322,0.419149,0
80223,0.51,0.408375,0.419149,0
80220,0.44,0.304728,0.419148,0
80217,0.38,0.399037,0.419149,0
80215,0.33,0.361282,0.419149,0
80212,0.25,0.231933,0.419149,0
80218,0.39,0.415589,0.419149,0
80228,0.15,0.134192,0.419149,0
80226,0.13,0.121222,0.419149,0
80229,0.15,0.139408,0.419149,0
80227,0.14,0.135357,0.419149,0
80225,0.12,0.11993,0.419149,0
80233,0.36,0.322071,0.419149,0
80231,0.21,0.269434,0.419149,0
80232,0.33,0.290995,0.419149,0
80230,0.2,0.263617,0.419149,0
80237,1.6,0.976769,0.419148,0
80235,0.66,0.879328,0.419149,0
80236,0.68,0.651876,0.419149,0
80234,0.4,0.513245,0.419149,0
80244,0.52,0.390292,0.419149,0
80240,0.28,0.338695,0.419149,0
80242,0.4,0.358182,0.419149,0
80238,0.19,0.357204,0.419146,0
80243,0.45,0.429191,0.419149,0
80241,0.31,0.38518,0.419149,0
80239,0.23,0.268466,0.419149,0
80248,0.62,0.429875,0.419148,0
80246,0.4,0.318735,0.419149,0
80247,0.53,0.399813,0.419148,0
80245,0.3,0.341012,0.419149,0
80251,0.33,0.375327,0.419149,0
80255,0.58,0.686768,0.419149,0
80253,0.46,0.378647,0.419149,0
80249,0.27,0.279062,0.419149,0
80256,0.77,0.442044,0.419147,0
80254,0.53,0.400318,0.419149,0
80252,0.36,0.577378,0.419147,0
80250,0.27,0.339029,0.419149,0
80257,0.17,0.77566,0.419139,0
80258,0.8,0.175359,0.419139,0
80262,0.08,0.10171,0.419149,0
80264,0.31,0.200992,0.419148,0
80260,0.07,0.115071,0.419147,0
80265,0.45,0.195748,0.419144,0
80263,0.23,0.242815,0.419149,0
80261,0.08,0.095737,0.419149,0
80259,0.07,0.094895,0.419148,0
80268,0.06,0.039688,0.419148,0
80266,0.03,0.052265,0.419147,0
80267,0.05,0.043499,0.419149,0
80270,0.11,0.09012,0.419151,0
80271,0.08,0.057691,0.41915,0
80274,0.2,0.160219,0.41915,0
80272,0.07,0.074382,0.419152,0
80273,0.07,0.124949,0.419146,0
80276,0.21,0.13444,0.419148,0
80278,0.17,0.049579,0.419121,0
80277,0.08,0.092267,0.419151,0
80279,0.05,0.081762,0.419147,0
80280,0.07,0.06595,0.419149,0
80282,0.14,0.297307,0.419142,0
80281,0.12,0.196813,0.419147,0
80283,0.19,0.266489,0.419148,0
80285,0.18,0.077198,0.419143,0
80286,0.18,0.17773,0.419151,0
80287,0.18,0.676712,0.419137,0
80288,0.05,0.023225,0.419144,0
80289,0.05,0.069025,0.41915,0
80290,0.02,0.044475,0.419145,0
80292,0.02,0.015709,0.419151,0
80291,0.01,0.027172,0.41914,0
80293,0.1,0.027307,0.419137,0
80295,0.04,0.037555,0.419152,0
80294,0.03,0.039036,0.419151,0
80296,0.02,0.016432,0.419151,0
80297,0.08,0.020012,0.419133,0
80298,0.03,0.118502,0.419133,0
80300,0.06,0.070788,0.419149,0
80301,0.06,0.050833,0.41915,0
80304,0.02,0.015137,0.41915,0
80303,0.01,0.026096,0.419142,0
80305,0.08,0.029074,0.419142,0
80309,0.04,0.106937,0.419136,0
80311,0.17,0.058469,0.41913,0
80310,0.06,0.056709,0.419152,0
80312,0.17,0.058469,0.41913,0
80313,0.06,0.079588,0.41915,0
80314,0.05,0.057278,0.41915,0
80315,0.01,0.11349,0.419104,0
80317,0.03,0.012261,0.419141,0
80316,0.01,0.01436,0.41915,0
80318,0.01,0.018655,0.419146,0
80320,0.37,0.085178,0.419119,0
80319,0.1,0.16242,0.419148,0
80321,0.09,0.253303,0.419136,0
80322,0.07,0.029402,0.419141,0
80323,0.08,0.028608,0.419136,0
80324,0.02,0.134157,0.419098,0
80326,0.1,0.062954,0.419149,0
80325,0.09,0.06639,0.41915,0
80327,0.08,0.172257,0.419143,0
80328,0.08,0.075093,0.419152,0
80329,0.11,0.067021,0.419148,0
80330,0.08,0.143689,0.419147,0
80331,0.1,0.0496,0.419146,0
80334,0.26,0.425814,0.419148,0
80332,0.11,0.172817,0.419148,0
80333,0.12,0.135395,0.419149,0
80335,0.06,0.031767,0.419145,0
80336,0.03,0.017997,0.419147,0
80337,0.05,0.028414,0.419146,0
80338,0.03,0.049992,0.419147,0
80339,0.04,0.030069,0.419149,0
80340,0.01,0.054276,0.419112,0
80341,0.01,0.027923,0.419138,0
80342,0.01,0.036894,0.419129,0
80343,0.15,0.011009,0.419068,0
80344,0.05,0.043783,0.419151,0
80345,0.05,0.07941,0.419148,0
80346,0.09,0.053695,0.419147,0
80347,0.05,0.059027,0.419151,0
80348,0.03,0.053093,0.419147,0
80349,0.09,0.029421,0.419133,0
80350,0.04,0.070382,0.419147,0
80351,0.05,0.044604,0.419152,0
80352,0.08,0.043531,0.419146,0
80353,0.05,0.103022,0.419144,0
80354,0.03,0.03145,0.419151,0
80355,0.04,0.02686,0.419149,0
80356,0.04,0.055877,0.41915,0
80357,0.04,0.033108,0.419151,0
80358,0.05,0.060306,0.419151,0
80359,0.1,0.052074,0.419145,0
80361,0.08,0.099882,0.419149,0
80360,0.07,0.080472,0.419149,0
80362,0.03,0.046877,0.419148,0
80363,0.14,0.163513,0.419149,0
80364,0.1,0.090636,0.419151,0
80365,0.15,0.165431,0.419151,0
